Hour,Temperature,Load
15,81.36,1719618
16,81,1714571
17,79.68,1668781
18,76.96,1614648
19,75.36,1634759
20,74.36,1536179
21,73.64,1417158
22,72.92,1306940
23,72.52,1186330
24,72.16,1062255
1,71.96,946790
2,71.28,874862
3,71.24,837009
4,70.84,812575
5,70.4,806242
6,70.12,820141
7,69.6,867073
8,69.64,959419
9,69.76,1095378
10,70.12,1184316
11,70.76,1197974
12,71.36,1191850
13,71.72,1191935
14,71.6,1173699
15,70.76,1141883
16,70.36,1125304
17,69.36,1138553
18,67.92,1209735
19,67,1288710
20,66.4,1249741
21,66.28,1182132
22,65.96,1076118
23,65.84,951674
24,65.84,835161
1,64.56,743917
2,63.88,695944
3,63.52,676673
4,63.16,674561
5,63,703863
6,62.68,809440
7,62.64,990114
8,62.96,1039915
9,64.28,1039607
10,66.64,1047926
11,69.08,1064086
12,71.44,1077826
13,73.6,1087932
14,74.28,1098209
15,74.2,1098958
16,73.56,1103978
17,72.44,1129947
18,70.56,1217782
19,69.36,1332731
20,68.44,1298752
21,67.76,1215873
22,67.2,1111913
23,66.6,992088
24,66.48,865552
1,65.24,765601
2,64.96,713871
3,64.44,691124
4,63.88,684854
5,63.56,703691
6,63.2,776879
7,62.68,895569
8,64.16,963734
9,67.92,1026480
10,71.28,1096695
11,74.64,1159794
12,76.88,1223779
13,78.12,1289395
14,78.88,1340673
15,78.72,1374637
16,78.48,1383916
17,76.64,1388265
18,72.88,1399710
19,70.92,1499992
20,69.4,1438039
21,68.4,1327417
22,67.48,1198317
23,67,1032989
24,66.64,885707
1,65.68,779720
2,65.36,726161
3,64.72,703380
4,64.12,689107
5,63.72,706209
6,63.6,808154
7,63.28,994421
8,64.8,1022495
9,68.68,1019664
10,73.2,1058237
11,76.96,1136309
12,79.24,1230930
13,80.44,1323525
14,81.28,1402734
15,80.88,1458164
16,80.6,1487910
17,79.16,1488334
18,74.24,1476925
19,71.08,1548266
20,70,1471780
21,68.64,1351586
22,67,1212767
23,65.88,1043297
24,65.28,884737
1,63.96,770193
2,63.28,715903
3,62.84,688637
4,62.56,682800
5,62.28,697819
6,62.24,801364
7,62.36,988450
8,65.68,1019273
9,70,1015677
10,73.6,1051896
11,76.72,1114752
12,78.56,1189748
13,79.32,1270800
14,79.28,1325354
15,78.96,1360538
16,77.52,1368580
17,74.48,1348280
18,69.8,1348141
19,66.52,1441373
20,64.2,1378079
21,62.32,1274216
22,59.68,1154695
23,58.56,1014054
24,57.96,884857
1,55.08,795996
2,53.24,761849
3,51,758413
4,49.48,773544
5,48.12,833191
6,46.16,1002652
7,45.16,1277207
8,48.52,1343153
9,54.08,1261281
10,60.8,1175226
11,65.6,1098727
12,68.92,1042001
13,71.2,1022397
14,71.92,1016568
15,72.16,1020988
16,72.04,1040050
17,69.96,1064506
18,65.24,1129802
19,62.24,1246663
20,60.32,1212542
21,59.12,1162168
22,57.4,1105018
23,56.68,1031553
24,55.8,942601
1,54,867117
2,53.2,827801
3,52.48,814060
4,51.96,818539
5,51.72,847130
6,51.52,910504
7,50.8,1010827
8,54.76,1129872
9,62.56,1184427
10,68.92,1157203
11,72.4,1117605
12,74.24,1099030
13,75.04,1106409
14,75.76,1123610
15,75.88,1147637
16,75.48,1167718
17,73.6,1171565
18,68.96,1184216
19,66.04,1254270
20,64.24,1185930
21,63.24,1119344
22,62.6,1038765
23,61.24,947344
24,61.12,852470
1,59.76,769279
2,58.28,722369
3,57.76,703825
4,56.84,703467
5,56.72,717704
6,56.04,760701
7,55.4,839284
8,59.2,961537
9,66.28,1072585
10,72.4,1105629
11,75.32,1101892
12,77.04,1122629
13,77.92,1165497
14,78.32,1205067
15,78.16,1231569
16,77.68,1241644
17,75.48,1245040
18,71.52,1297865
19,68.88,1385714
20,67.88,1332015
21,66.88,1238333
22,66.08,1115035
23,64.96,968208
24,64.08,832124
1,62.68,732788
2,61.08,683424
3,60.28,664730
4,59.88,664358
5,59.28,693637
6,58.72,811855
7,57.84,1013731
8,61.36,1051083
9,68.04,1030187
10,73.2,1033169
11,76.92,1062546
12,78.96,1115689
13,79.52,1175164
14,80.08,1225822
15,80.36,1264758
16,79.44,1297912
17,77.64,1318858
18,73.68,1366452
19,71.2,1483649
20,69.76,1435559
21,69.48,1328476
22,69.52,1202774
23,69.08,1042194
24,68.72,887716
1,67.84,777966
2,67.72,727386
3,67.8,704104
4,67.32,698556
5,67.88,720321
6,67.52,823664
7,67.28,1009450
8,68.88,1047085
9,72.76,1049948
10,76.36,1101409
11,79.08,1168071
12,80.52,1239237
13,81.52,1311419
14,82.24,1367467
15,81.68,1398685
16,80.68,1403103
17,78.96,1407104
18,76.4,1462499
19,75.32,1575710
20,74.48,1522588
21,74.16,1428086
22,73.92,1299640
23,73.08,1141299
24,72.8,985992
1,72.44,868075
2,72.16,813191
3,71.76,783220
4,71.36,770635
5,71.08,783725
6,70.08,882750
7,70.2,1068967
8,70.32,1119437
9,71,1105051
10,70.88,1118003
11,70.8,1118600
12,71.04,1112845
13,70.36,1099462
14,70.84,1090051
15,70.6,1089203
16,69.68,1091646
17,68,1107298
18,65.68,1185198
19,64.16,1305266
20,63.08,1272986
21,62.28,1208756
22,60.84,1109250
23,59.56,978459
24,59.52,852746
1,57.24,756010
2,56.32,721393
3,55.04,711277
4,53.88,719010
5,52.76,760748
6,51.56,908244
7,50.64,1153670
8,52.64,1194023
9,56.84,1121271
10,61.68,1072012
11,65.64,1032205
12,68.52,1008998
13,70.68,994655
14,72.04,998296
15,72.24,1010549
16,72.12,1030435
17,70.32,1061366
18,63.64,1146292
19,60,1293151
20,57.44,1294267
21,56.2,1242580
22,54.28,1169299
23,53.4,1046582
24,52.76,931805
1,52.32,850824
2,51.52,825738
3,51.36,828740
4,50.36,849240
5,50,908715
6,49.72,1077422
7,49.28,1342835
8,52,1395876
9,58.84,1275168
10,65.56,1156410
11,69.84,1074941
12,72.32,1034586
13,73.76,1022412
14,74.6,1023290
15,74.68,1036325
16,74.2,1053934
17,72.68,1072571
18,66.32,1131385
19,62.76,1232468
20,61.04,1192636
21,59.04,1143218
22,57.4,1081244
23,56.36,1005032
24,55.92,918733
1,54.72,843518
2,53.64,807223
3,53.16,799267
4,52.8,809466
5,52.32,837880
6,52.36,905080
7,52.32,1014862
8,54.72,1143566
9,60.76,1207177
10,67.32,1177626
11,71.72,1133033
12,73.24,1108219
13,74.8,1104300
14,74.96,1109638
15,75.56,1120219
16,75,1129368
17,73.32,1139240
18,68.72,1178745
19,65.6,1256605
20,63.56,1200994
21,62.52,1127789
22,61.52,1052633
23,60.32,961491
24,58.96,861370
1,57.6,782188
2,56.32,736159
3,55.64,715626
4,54.96,715278
5,55.04,732700
6,54.72,775468
7,54.16,856197
8,57.32,985462
9,64.52,1095419
10,70.64,1122339
11,74.2,1108674
12,75.68,1115108
13,76.84,1148789
14,77.2,1175086
15,76.84,1191542
16,76.4,1201686
17,74.6,1210622
18,70.52,1261311
19,67.72,1374289
20,66.56,1321871
21,64.92,1236625
22,63.6,1114337
23,62.6,974089
24,61.4,841014
1,60.84,738462
2,60.72,696914
3,60.44,677643
4,59.8,681599
5,59.64,711501
6,59.64,829178
7,59.88,1032003
8,62.36,1074030
9,67.92,1048885
10,72.16,1049723
11,74.16,1075956
12,75.84,1107031
13,76,1141265
14,75.4,1168862
15,74.96,1174493
16,73.92,1177607
17,71.44,1201444
18,68.28,1306102
19,66.52,1437110
20,65.36,1407490
21,64.84,1324875
22,62.36,1205087
23,61.92,1071214
24,61.12,923989
1,60.16,823820
2,59.4,773775
3,58.24,759095
4,56.96,764483
5,55.96,801550
6,55.24,931306
7,54.84,1151147
8,55,1204170
9,56.68,1173184
10,59.6,1159563
11,62.16,1145197
12,64.04,1120231
13,65.84,1096989
14,67,1077347
15,67.52,1066972
16,67.68,1074804
17,66.76,1123640
18,64.36,1257898
19,62.72,1396363
20,61.24,1379581
21,60.88,1321904
22,59.92,1233384
23,59.72,1099340
24,59.84,961578
1,59.08,854750
2,58.84,802449
3,59.12,779893
4,58.92,777863
5,58.6,804891
6,58.4,902501
7,57.88,1053617
8,58.72,1120129
9,61.36,1139367
10,64.04,1137587
11,68.76,1138916
12,72.24,1153821
13,74.28,1186043
14,75.52,1214287
15,75.44,1246523
16,75.24,1268531
17,73.52,1277325
18,69.08,1308270
19,66.48,1406525
20,64.64,1357022
21,63.48,1276928
22,62.08,1195428
23,61.6,1084517
24,61.08,958158
1,60.48,842576
2,59.92,774144
3,59.88,739740
4,59.4,726637
5,59.16,734638
6,58.84,774827
7,58.76,850831
8,60.88,982980
9,66.44,1162194
10,72.16,1297670
11,75.76,1394978
12,77.52,1449279
13,78.12,1446041
14,78.52,1412334
15,78.8,1379278
16,78.28,1331253
17,76.4,1252814
18,72,1182414
19,68.68,1219914
20,66.56,1174445
21,65.44,1111669
22,63.8,1034229
23,63.04,936146
24,62.76,820673
1,62.32,730133
2,62.36,682434
3,61.88,662035
4,61.76,662238
5,62,689416
6,61.72,745212
7,62.08,817344
8,64.52,887295
9,69.04,974720
10,73.12,1038156
11,74.72,1090839
12,76.2,1130613
13,76.04,1184624
14,76.04,1217274
15,74.64,1219162
16,72.08,1197940
17,68.04,1174653
18,64.08,1222392
19,61.64,1280417
20,59.16,1235924
21,57.28,1189060
22,54.64,1135731
23,52.52,1083237
24,50.28,1023010
1,48.4,971114
2,47.12,960069
3,45.76,974642
4,44.44,1009901
5,43.08,1069079
6,41.6,1174181
7,40.72,1336180
8,41.64,1551080
9,44.16,1679821
10,47.72,1673164
11,51.04,1559053
12,54.32,1421988
13,56.52,1299945
14,58.28,1210341
15,59.12,1153126
16,58.88,1144438
17,57.36,1197207
18,51.72,1378138
19,48.28,1578664
20,46.16,1671618
21,44.52,1717597
22,42.24,1727122
23,41.68,1696589
24,42.04,1640652
1,40.04,1604189
2,39.32,1609827
3,38.84,1628715
4,38.32,1658894
5,38.44,1711586
6,38.6,1774344
7,38.88,1799545
8,40.76,1950166
9,46.04,1963157
10,52.08,1772235
11,57.4,1614078
12,61.2,1389794
13,63.72,1255188
14,65.12,1160797
15,65.36,1099264
16,64.88,1080889
17,63.32,1126100
18,58.36,1280402
19,55.44,1465336
20,53.04,1495350
21,51.64,1489687
22,50.48,1417499
23,49.8,1314350
24,48.84,1213218
1,47.76,1154042
2,46.76,1150112
3,46.52,1173573
4,46.04,1218090
5,45.68,1307084
6,45.24,1488743
7,45.2,1750967
8,47.2,1794258
9,52.76,1630406
10,58.08,1441104
11,62.32,1290021
12,65.36,1173674
13,67.6,1094576
14,68.6,1046641
15,69.32,1021205
16,69.12,1022015
17,66.92,1075895
18,59.44,1246686
19,55.28,1470477
20,52.72,1516959
21,51.32,1515870
22,50.48,1463570
23,49.28,1345426
24,49.28,1225217
1,48.4,1164079
2,47.8,1161413
3,47.36,1183246
4,47,1222256
5,47.16,1298871
6,46.88,1485969
7,47.28,1753455
8,48.92,1777724
9,54.96,1592820
10,60.64,1403369
11,65.4,1252788
12,68.72,1137001
13,69.68,1069871
14,70.32,1026558
15,70.04,1007301
16,69.08,1014518
17,66.4,1061963
18,62.24,1232579
19,59.12,1446706
20,57.44,1482455
21,56.12,1456819
22,54.24,1389834
23,53.12,1265506
24,52.88,1149024
1,52.16,1074395
2,51.16,1073561
3,51.12,1091963
4,51.16,1113389
5,51.2,1189255
6,51.64,1373973
7,51.72,1632939
8,53.44,1648205
9,58.24,1473445
10,64.08,1294727
11,68.16,1159337
12,70.28,1068696
13,71.68,1026427
14,72.4,1000827
15,72.44,983926
16,71.32,993497
17,70.12,1044868
18,66.8,1183554
19,65.12,1359014
20,63.92,1355443
21,63.08,1309485
22,61.8,1215453
23,60.64,1072996
24,59.96,926994
1,60.08,828659
2,59.72,792355
3,59.08,783189
4,58.8,794459
5,58.64,838929
6,58.44,978269
7,57.6,1203153
8,59.08,1241253
9,62.84,1153206
10,67.28,1089866
11,70.44,1054121
12,73,1041138
13,74.68,1040006
14,74.92,1037716
15,75.16,1043646
16,74.12,1052564
17,72.04,1096486
18,69.4,1229162
19,67.68,1382701
20,66.28,1356540
21,65.44,1302525
22,64.56,1202458
23,63.88,1048525
24,63.96,892369
1,63.24,781915
2,62.48,730412
3,62.08,706744
4,61.28,705110
5,60.36,737350
6,60.28,849201
7,59.88,1050192
8,60.2,1105322
9,61.68,1079302
10,62.84,1076502
11,63.68,1078051
12,64.88,1069051
13,65.76,1063853
14,66.08,1052781
15,66,1041746
16,65.44,1049202
17,63.88,1088084
18,60.72,1215868
19,58.32,1359520
20,57,1348809
21,55.56,1329306
22,54.44,1298490
23,53.04,1231722
24,52.76,1137309
1,50.84,1057387
2,49.96,1026173
3,49.36,1026956
4,48.4,1053128
5,47.16,1113838
6,45.88,1223812
7,44.68,1389706
8,44.04,1598120
9,45.12,1742633
10,47.8,1709361
11,49.8,1595986
12,51.52,1472550
13,53.28,1378300
14,54.32,1306921
15,54.32,1268841
16,53.92,1278083
17,52.08,1360481
18,48.2,1559239
19,45.88,1757832
20,44.16,1817878
21,42.84,1862125
22,42.56,1868494
23,42.08,1821135
24,41.48,1738569
1,40.44,1684587
2,39.4,1679163
3,38.64,1704841
4,37.88,1747193
5,37.4,1804692
6,36.92,1901966
7,36.36,2028395
8,37.52,2111056
9,43,2143157
10,49,2028044
11,53.84,1780737
12,56.84,1525741
13,57.92,1373201
14,59.32,1264828
15,60.12,1195002
16,59.76,1178332
17,58.12,1237759
18,52.6,1434069
19,48.84,1680616
20,47.2,1761887
21,45.24,1800108
22,43.68,1760344
23,42.76,1666300
24,42.16,1574065
1,40.96,1533179
2,39.92,1561853
3,39.72,1614340
4,39.04,1681466
5,38.92,1781911
6,39.2,1988647
7,38.96,2259003
8,41.28,2173814
9,47.88,2032952
10,54.48,1762606
11,59.76,1508538
12,62.64,1309715
13,64.2,1191442
14,64.84,1110203
15,64.96,1062109
16,65.76,1065908
17,63.76,1139477
18,58.68,1347530
19,55.6,1588149
20,53.2,1620745
21,52.24,1596834
22,51.48,1514233
23,50.8,1373169
24,49.88,1248954
1,48.64,1177098
2,48.68,1167700
3,48.52,1192519
4,48.8,1214274
5,49.6,1256683
6,50.28,1394021
7,50.72,1605222
8,52.72,1594509
9,58.2,1462453
10,62.68,1336683
11,67.28,1214254
12,70.44,1114766
13,71.72,1051766
14,71.92,1011992
15,71.92,992172
16,71.4,1004212
17,69.64,1056617
18,66.28,1214388
19,64,1412538
20,62.96,1415453
21,62.52,1369164
22,62.56,1265931
23,62.76,1102739
24,62.8,943687
1,61.52,839660
2,61.32,798402
3,61.56,782514
4,61.92,782573
5,62.28,809850
6,62.76,925329
7,62.88,1115868
8,63.24,1150521
9,63.72,1088899
10,65.68,1064476
11,68.16,1051496
12,69.28,1039150
13,70.84,1026196
14,70.6,1021335
15,71.04,1019888
16,68.92,1044407
17,66,1109550
18,62.92,1251107
19,60.4,1410232
20,58.84,1421418
21,57.68,1390980
22,56.44,1314571
23,55.44,1180465
24,54.12,1051829
1,52.24,981178
2,50.84,973268
3,49.8,996507
4,48.72,1039326
5,47.68,1122815
6,47.2,1316023
7,46.04,1595159
8,45.8,1666080
9,48.2,1577176
10,50.2,1463640
11,52.52,1353584
12,55.08,1247664
13,57.12,1166830
14,58.84,1104926
15,59.88,1066179
16,60.32,1077639
17,57.72,1165320
18,52.56,1402067
19,49.48,1685389
20,48,1767082
21,46.68,1782921
22,46.28,1723141
23,45.16,1587633
24,45.48,1432845
1,44.76,1338285
2,44.92,1315059
3,44.4,1325085
4,43.48,1356271
5,43.12,1439902
6,42.12,1624357
7,40.68,1907495
8,41.56,1982610
9,46.44,1823166
10,51.76,1592659
11,56.52,1391885
12,59.6,1232177
13,62.12,1121624
14,63.6,1052770
15,64.28,1014896
16,64.2,1021167
17,62.2,1079122
18,56.32,1260651
19,53.24,1472876
20,51.64,1501518
21,50.68,1516705
22,50.16,1509476
23,49.4,1452451
24,49.72,1350092
1,49.8,1260671
2,50.08,1214390
3,51.28,1189538
4,51.48,1170842
5,51.92,1173474
6,52.68,1212038
7,53.16,1292438
8,53.96,1387039
9,56.8,1434348
10,61.08,1394590
11,64.8,1284486
12,68,1182050
13,69.72,1115733
14,70.88,1071944
15,71.08,1045149
16,70.56,1043255
17,68.92,1079509
18,65.92,1191303
19,64.4,1303923
20,63.12,1271281
21,62.4,1229923
22,61.88,1166806
23,62.04,1074513
24,62.08,959633
1,62.28,849689
2,62.92,785567
3,63.16,753615
4,63.44,737269
5,64,740196
6,64.24,766802
7,64.72,822492
8,64.72,922622
9,64.68,1063788
10,64.8,1168124
11,64.72,1187210
12,64.76,1173427
13,64.96,1166754
14,64.84,1150965
15,64.52,1127258
16,63.6,1131317
17,62.12,1173864
18,60.16,1302860
19,58.24,1442570
20,57.16,1456270
21,56.36,1426747
22,54.8,1342721
23,53.6,1219990
24,51.92,1092715
1,49.28,1011420
2,47.48,1010728
3,46.16,1052867
4,44.56,1127757
5,42.88,1255670
6,41.56,1506777
7,40.52,1850311
8,41.12,1956338
9,44.68,1830370
10,47.96,1649032
11,51.28,1481652
12,54.56,1333766
13,57.28,1218242
14,59.68,1131172
15,61.08,1075373
16,61.44,1071510
17,59.64,1140557
18,54.36,1366168
19,51.44,1669475
20,49.76,1754925
21,49.08,1777543
22,48.04,1736196
23,47.48,1603968
24,47.56,1467602
1,47.44,1384296
2,47.28,1367242
3,47.32,1377145
4,47,1399760
5,47.88,1460160
6,48.16,1621463
7,48.72,1850634
8,50.6,1840481
9,55.08,1643439
10,60.64,1432251
11,65.36,1255392
12,68.44,1130422
13,69.88,1063463
14,70.76,1022250
15,71,1008586
16,70.24,1018956
17,68.48,1079445
18,66.28,1256795
19,65.32,1429390
20,64.72,1425558
21,64.56,1371444
22,64,1266335
23,63.72,1096136
24,63.48,924881
1,63.44,807702
2,63.64,753310
3,63.04,732580
4,62.96,736180
5,62.6,770546
6,62.28,897996
7,61.4,1114721
8,59.2,1192322
9,56.88,1201785
10,55.04,1247959
11,53.68,1294951
12,53,1318101
13,53.52,1305856
14,53.96,1271567
15,54.48,1241760
16,54,1257269
17,52.56,1363086
18,48.64,1639520
19,45.92,1961121
20,43.8,2052131
21,43.4,2100267
22,42.04,2079459
23,41.28,1965843
24,40.28,1838785
1,39.88,1772348
2,38.72,1782627
3,38.36,1823833
4,37.68,1883089
5,37,1985253
6,35.8,2178237
7,34.92,2349646
8,36.76,2381361
9,42.16,2269315
10,47.16,1995354
11,52.44,1713893
12,55.84,1499399
13,58.04,1342016
14,59.84,1235413
15,61,1169107
16,61.08,1158232
17,59.56,1220186
18,56.16,1440488
19,53.32,1715666
20,52.24,1770805
21,51.8,1777022
22,50.44,1716836
23,49.52,1592895
24,49.12,1444635
1,48.64,1340860
2,47.92,1314377
3,47.12,1325329
4,46.04,1364004
5,45.8,1449759
6,44.68,1642015
7,43.16,1912702
8,43.04,2012325
9,47.28,1901139
10,50.12,1718567
11,53.76,1553088
12,55.88,1416005
13,57.2,1302892
14,57.92,1231341
15,58.16,1184187
16,57.56,1185104
17,56.12,1265342
18,51.52,1501464
19,47.6,1776812
20,45.24,1844289
21,44.16,1888817
22,43.04,1895483
23,42.48,1850247
24,43.4,1761749
1,42.08,1697416
2,41.24,1680509
3,41.04,1688874
4,40.08,1725709
5,39.52,1791066
6,38.52,1886193
7,37.16,2035878
8,36.8,2222022
9,41.24,2276221
10,44.12,2146322
11,47.88,1944743
12,50.16,1735309
13,52.44,1566708
14,53.48,1446568
15,54.24,1366791
16,53.76,1355369
17,52.52,1422005
18,47,1649840
19,42.4,1942626
20,39.8,2062883
21,39,2162165
22,37.68,2220374
23,36.96,2205716
24,37.12,2158085
1,35.76,2131070
2,34.8,2142987
3,34.32,2186129
4,33.24,2249732
5,33.24,2337944
6,32.48,2435226
7,32,2497590
8,33.04,2644542
9,40.24,2647156
10,46.76,2444854
11,52.32,2105522
12,55.64,1776104
13,57.48,1556101
14,59.08,1395797
15,59.56,1288077
16,59.16,1249243
17,58,1294605
18,53.36,1473852
19,49.8,1727869
20,47.8,1816256
21,46.52,1860539
22,45.48,1843902
23,44.84,1759050
24,44.16,1659982
1,43.4,1597481
2,42.84,1599059
3,42.8,1628733
4,42.24,1670107
5,42,1740056
6,41.76,1885115
7,41.6,2074087
8,42.76,2145921
9,48.72,2040775
10,54.04,1790770
11,59.92,1541246
12,63.24,1341190
13,65.04,1200533
14,65.84,1111427
15,66.44,1064567
16,66,1053046
17,64.68,1089643
18,60.76,1239173
19,57.16,1472265
20,55.64,1504295
21,54.64,1485081
22,53.44,1433663
23,53.12,1319870
24,52.8,1187631
1,52.32,1090700
2,51.72,1059225
3,51.24,1063865
4,50.96,1090674
5,50.72,1145801
6,50.72,1273791
7,50.48,1439823
8,51.04,1527450
9,56.08,1505667
10,61.16,1392941
11,65.64,1266662
12,68.48,1161801
13,70.04,1094867
14,70.92,1054742
15,70.96,1035971
16,70.84,1035809
17,69.48,1063917
18,65.24,1176932
19,62.44,1378150
20,60.96,1381719
21,59.28,1355533
22,57.4,1300884
23,57.24,1196473
24,56.96,1060949
1,57.12,951477
2,56.8,896612
3,57.36,869763
4,57.36,866199
5,57.84,886385
6,58.04,960870
7,58.12,1079986
8,58.2,1173660
9,60.72,1215973
10,64.6,1209617
11,68,1190934
12,68.56,1173791
13,69.2,1140045
14,68.84,1119198
15,68.4,1113687
16,66.52,1127888
17,64.24,1164236
18,60.72,1252839
19,57.92,1368439
20,55.72,1340608
21,53.76,1332111
22,51.56,1331971
23,50.52,1294063
24,50.36,1220083
1,48.16,1137138
2,47,1103130
3,46.16,1108416
4,45.2,1139859
5,43.68,1206302
6,42.72,1322775
7,42.08,1492602
8,41.8,1718886
9,44.16,1843819
10,46.48,1801578
11,50.2,1679714
12,53.16,1538829
13,55.32,1395039
14,57,1270310
15,57.84,1175980
16,56.96,1132967
17,54.92,1147136
18,52,1267855
19,50.08,1467714
20,48.32,1543982
21,47.08,1589888
22,46.2,1585944
23,45.6,1524786
24,45.92,1429784
1,45.4,1365406
2,45.12,1349947
3,44.24,1369762
4,43.8,1417783
5,42.84,1493874
6,42.72,1618566
7,42.52,1778195
8,42.44,1922125
9,47.52,1967874
10,53.28,1810992
11,58.4,1604667
12,62,1413129
13,64.04,1257022
14,65.56,1150969
15,66.12,1084481
16,65.84,1059226
17,63.8,1085304
18,58.48,1225730
19,54.12,1453539
20,51.48,1501899
21,50.2,1521017
22,48.64,1514503
23,47.72,1464671
24,47.24,1395126
1,46.2,1348013
2,44.6,1351598
3,43.72,1381467
4,42.72,1427800
5,43.08,1496897
6,42.44,1598957
7,41.84,1731366
8,43.64,1872563
9,50.56,1906195
10,57.92,1745146
11,63,1530740
12,65.64,1341126
13,67.52,1204346
14,68.2,1113974
15,68.56,1057439
16,68.2,1037286
17,65.88,1058444
18,60,1167954
